price_a,price_b,fee,slippage,profit_margin,label
7398.90036786,7401.30082281,0.0904,0.3736,-0.004295634242510732,Loss
9024.97437499,9037.42929811,0.0309,0.3822,-0.0027396317795875124,Loss
19367.28228912,19345.65075594,0.0433,0.3876,-0.005402631193911499,Loss
32137.53146129,32060.1493737,0.0458,0.318,-0.006023926630102775,Loss
28100.42791994,28094.41261471,0.0259,0.313,-0.003590894998753733,Loss
25538.87110278,25572.48713074,0.0939,0.0715,-0.0003371731733404819,Neutral
35494.6325776,35382.86346916,0.0411,0.3486,-0.007018550397143295,Loss
23866.91064662,23911.65921433,0.0127,0.287,-0.0011187263558722134,Neutral
44361.57974455,44561.13641716,0.0732,0.3868,-0.0001011226117341746,Neutral
14074.35732496,14098.28820956,0.056,0.0702,0.0004377656464688583,Neutral
40532.68696228,40423.10121524,0.0363,0.1699,-0.004755832320643362,Loss
20141.35523773,20064.0389635,0.0685,0.0383,-0.004901448068865494,Loss
6080.29485602,6064.19081951,0.086,0.3267,-0.006747713955167783,Loss
39895.4690998,39975.16181146,0.0145,0.1857,-4.45318235104428e-06,Neutral
20262.57012985,20165.80783365,0.0886,0.321,-0.008835231560274954,Loss
32084.23384588,32177.595088,0.0856,0.233,-0.0002752439536774847,Neutral
2265.22532054,2272.02319232,0.0368,0.4347,-0.0017059869119033725,Neutral
11626.95482541,11660.67350855,0.0106,0.1398,0.001393947722828814,Neutral
30486.69645934,30346.05591603,0.0948,0.3791,-0.009308066610201404,Loss
35803.04216086,35765.54026923,0.075,0.1928,-0.003715499755315132,Loss
792.37126181,790.99599222,0.053,0.1544,-0.003801753060532555,Loss
17621.61724044,17705.48201131,0.0153,0.0871,0.003731377372750735,Profitable
30604.28223458,30477.53661258,0.0718,0.1014,-0.005863279029711979,Loss
48337.64003472,48344.64610022,0.0465,0.0187,-0.0005067294478620876,Neutral
6030.7804701,6042.38287053,0.0502,0.2958,-0.0015308394626560807,Neutral
6455.53274939,6453.02667232,0.0722,0.0561,-0.001669064671118644,Neutral
4966.1879797,4952.10147753,0.0726,0.1345,-0.004897339480453199,Loss
25398.38026276,25365.72679968,0.068,0.4026,-0.005963586758253097,Loss
47091.76872026,47104.40273169,0.0741,0.3089,-0.003548125757790637,Loss
40605.83204891,40500.73983613,0.0475,0.0459,-0.0035188197971133413,Loss
43292.60811464,43117.33035948,0.0631,0.4514,-0.00914661692637223,Loss
7163.72649115,7155.44862467,0.0185,0.135,-0.002686401572688189,Loss
15643.40635069,15719.20056633,0.0358,0.471,-0.00022175393528894673,Neutral
17638.25441413,17674.90536438,0.0532,0.4389,-0.0028291538425244582,Loss
7994.70693118,7964.11225947,0.0257,0.3042,-0.007102435013742201,Loss
2826.67041002,2837.66299347,0.0256,0.1609,0.0020201129937053113,Profitable
35308.82261054,35198.30645845,0.0993,0.3715,-0.007801258570813362,Loss
33068.66178191,32992.51542418,0.0512,0.4479,-0.007257452358586743,Loss
6637.00456876,6655.17508475,0.0241,0.4096,-0.0015923354931528235,Neutral
11621.28809892,11617.7286174,0.0861,0.3064,-0.004214746876555426,Loss
26012.77051544,26015.45120628,0.0273,0.1091,-0.0012592295339293649,Neutral
46018.37731206,46089.47059403,0.023,0.0774,0.0005403464283580722,Neutral
34176.8019257,34152.50444019,0.0526,0.3257,-0.004476998538899137,Loss
18982.07501936,18919.74562921,0.0427,0.245,-0.006142918847395934,Loss
17576.25637944,17635.89643373,0.0762,0.4026,-0.0013881364690581585,Neutral
40128.31740207,40133.57234147,0.0536,0.1114,-0.0015165443068799755,Neutral
39733.87379149,39642.41160656,0.0697,0.4707,-0.0076644506259135195,Loss
37154.17911308,37072.0124158,0.0787,0.3412,-0.006383701034390988,Loss
27335.15589189,27332.99571194,0.0603,0.4579,-0.005233903615890379,Loss
38164.23756471,38228.94399731,0.0771,0.1729,-0.0008025207441657329,Neutral
47016.12355521,46970.70799236,0.0194,0.3968,-0.005106703097152709,Loss
38955.61488101,39094.37868997,0.0638,0.214,0.000781928142271818,Neutral
39488.23397756,39451.45225467,0.0269,0.2504,-0.0036942162540989617,Loss
47334.50790581,47437.85762982,0.0402,0.1203,0.0005774638633031249,Neutral
41926.40477476,41797.77975003,0.0429,0.17,-0.005185835683909205,Loss
28907.14323558,28891.07905043,0.0922,0.4547,-0.005991946843198445,Loss
11064.96725894,11046.97410517,0.0563,0.2339,-0.004515034469964009,Loss
44375.43854132,44221.74483187,0.0928,0.0915,-0.00529672412208058,Loss
2158.61086821,2152.51015647,0.0694,0.033,-0.003846282579636985,Loss
49642.03261874,49518.05960863,0.0855,0.3042,-0.006369517514237437,Loss
32024.04624213,31903.79853383,0.0166,0.1811,-0.005720609623589414,Loss
9830.59428442,9806.86501525,0.0968,0.1217,-0.004588791869759043,Loss
29899.97173149,29757.87653909,0.0847,0.3467,-0.009027407827578918,Loss
14724.80863733,14767.56716867,0.0992,0.3733,-0.001812592578022378,Neutral
39534.08795988,39571.64501375,0.0193,0.0594,0.00016286348700244842,Neutral
42082.94904763,42017.95878782,0.0952,0.3579,-0.006047933918977498,Loss
26224.53264565,26274.90270399,0.0975,0.3594,-0.002636232233261212,Loss
21301.94382609,21325.40487389,0.0913,0.2784,-0.002586082120444369,Loss
899.38498823,898.45756756,0.0599,0.2065,-0.003685354275047959,Loss
2612.67572902,2610.01001909,0.0449,0.4486,-0.005926053732062972,Loss
8187.91124444,8151.8513404,0.0817,0.306,-0.008249060274508384,Loss
47979.94145697,48177.3918284,0.0737,0.0898,0.002476220498915692,Profitable
10123.36319848,10095.91971659,0.0718,0.2788,-0.006195185270997036,Loss
14553.19787273,14506.17688975,0.0217,0.1029,-0.004471401193628721,Loss
21989.81789423,21920.61015278,0.0542,0.3544,-0.007203828213162769,Loss
48039.39836471,47929.68096025,0.0955,0.4376,-0.007574524840416048,Loss
4449.03767339,4466.66313576,0.0378,0.239,0.0011903399158690205,Neutral
13854.07227232,13910.30728601,0.0217,0.2155,0.0016831039910113377,Neutral
17585.69790603,17612.59750745,0.0692,0.2563,-0.0017197726896603053,Neutral
44824.95197314,44741.88090647,0.047,0.2711,-0.0050182695821711035,Loss
18682.6914641,18668.90880955,0.0204,0.1352,-0.0022901596911002746,Loss
24491.10876681,24473.60330027,0.0884,0.2729,-0.0043121882967874815,Loss
17851.17396215,17876.09346352,0.07,0.4175,-0.0034621632668283236,Loss
9409.22324713,9365.36528976,0.0109,0.2423,-0.007174999526549654,Loss
17439.24258479,17503.7220302,0.0721,0.0861,0.0021120352429968873,Profitable
13843.70664792,13826.52349182,0.0201,0.1238,-0.002676373793168175,Loss
11925.95158911,11867.26400844,0.0973,0.3531,-0.00938273787624888,Loss
5142.02531444,5152.88313329,0.0436,0.0268,0.0014065938490292213,Neutral
5748.02750001,5754.09820542,0.0929,0.3462,-0.003320283480363435,Loss
20369.26120325,20326.44950417,0.0823,0.4133,-0.00702297381130468,Loss
597.13179252,596.67965075,0.0631,0.4675,-0.0060311877608257725,Loss
24237.46050568,24127.55995747,0.0297,0.069,-0.005515881860297563,Loss
21638.85835833,21595.01689083,0.0731,0.4511,-0.007230152246461482,Loss
24673.65990722,24591.87522265,0.0345,0.2236,-0.005880478069325547,Loss
38399.40312535,38436.54369819,0.044,0.0665,-0.00013763046657447686,Neutral
31824.58412009,31935.32200553,0.0188,0.2724,0.0005659852382484687,Neutral
14261.34668029,14307.79862838,0.0504,0.449,-0.0017281772183590437,Neutral
13815.30111009,13818.66851904,0.0738,0.4669,-0.005135487536086871,Loss
27507.44415921,27455.02260343,0.0931,0.2545,-0.005363080451556236,Loss
30807.85218754,30765.27146108,0.0701,0.172,-0.0037939535931332895,Loss
33571.73004297,33486.4068997,0.0355,0.2696,-0.005575506743917351,Loss
40168.55882905,40183.8195396,0.0334,0.4913,-0.004841678905330264,Loss
29698.64002136,29720.17724218,0.0254,0.0543,-7.175065762664026e-05,Neutral
2961.36907183,2947.54298195,0.0868,0.1202,-0.006724896334298859,Loss
34330.41144955,34160.67468562,0.081,0.1306,-0.007045302150466805,Loss
9409.26743289,9387.17646445,0.0447,0.23,-0.005080831304178457,Loss
7614.17379318,7612.97292061,0.0183,0.0562,-0.0009020433914029165,Neutral
35317.16022041,35324.2796232,0.0261,0.1199,-0.0012565805892137552,Neutral
5292.55504622,5274.83396821,0.0458,0.2678,-0.006464031809674219,Loss
3227.1300823,3236.55844028,0.0335,0.0559,0.0020257811216712867,Profitable
7627.11295691,7604.86967577,0.0366,0.0835,-0.004112404481809933,Loss
6119.25022017,6125.01635298,0.0193,0.1335,-0.0005848123996208297,Neutral
29015.54495756,29128.38019606,0.083,0.3587,-0.0005258913623299626,Neutral
42771.56543274,42939.31299675,0.0207,0.1636,0.0020751167446622235,Profitable
43197.37520113,43381.3430094,0.0384,0.0293,0.0035793496204026692,Profitable
30421.20154527,30498.72057731,0.0218,0.1097,0.0012315714852442936,Neutral
2271.41284589,2265.95314238,0.0352,0.4799,-0.007515945062699193,Loss
30961.99299294,31088.85697941,0.0391,0.0919,0.0027837634881885524,Profitable
49287.9945715,49429.5795908,0.0378,0.1763,0.0007300435927600336,Neutral
30482.82392458,30561.02484459,0.0171,0.128,0.0011127946357585156,Neutral
46002.22779506,46152.75184799,0.0276,0.0891,0.0021026497589027595,Profitable
20943.42061455,20876.6115152,0.0897,0.0572,-0.004652146305431862,Loss
26470.89702789,26560.48269935,0.0689,0.0695,0.001997543508633272,Neutral
37961.36450331,38093.95950327,0.0311,0.015,0.0030304963525455654,Profitable
27314.92419049,27363.22152098,0.0425,0.4872,-0.0035102398843069958,Loss
10543.68487911,10564.01557548,0.0468,0.3497,-0.0020287216727260565,Loss
44087.46032868,44292.53585163,0.0879,0.4245,-0.00047003029494011733,Neutral
42082.96296551,42070.85532517,0.0705,0.4944,-0.005903360752292851,Loss
26884.33626725,26860.70273077,0.0361,0.2908,-0.004134566117700951,Loss
39622.71343368,39583.20164154,0.0791,0.2443,-0.004217560970728397,Loss
820.3757336,820.74235381,0.0465,0.1316,-0.0013317351342779905,Neutral
10064.9376836,10112.40189573,0.0325,0.3758,0.0006302247062404583,Neutral
47409.41875321,47626.69301336,0.0996,0.2962,0.0006224707464629535,Neutral
32546.2458234,32492.31502457,0.0189,0.0821,-0.0026643602923627514,Loss
10908.91717318,10939.59263822,0.0582,0.1444,0.0007843732711472042,Neutral
40939.42567973,40830.86879853,0.0507,0.4064,-0.00718978191853297,Loss
36698.65754807,36860.19838495,0.0561,0.2146,0.0016902432067348752,Neutral
24962.23489283,25080.81590596,0.0772,0.1553,0.0024197905118264196,Profitable
19741.29434133,19779.45107591,0.0608,0.2636,-0.0013069218032594396,Neutral
41517.35235315,41503.36153422,0.0929,0.31,-0.004348467288139774,Loss
19623.76728613,19530.61961973,0.0292,0.2548,-0.00756519091860224,Loss
37470.96664285,37530.51991187,0.0238,0.1017,0.00033389861716191294,Neutral
4833.65758961,4835.8093298,0.0231,0.35,-0.0032736283317011342,Loss
7299.78232339,7278.52641324,0.0921,0.0818,-0.004642781544373618,Loss
18983.07436468,18916.9203681,0.0277,0.048,-0.004238685032282321,Loss
29268.01064854,29359.34341184,0.0423,0.391,-0.0012072030394921383,Neutral
3552.09803573,3543.62055327,0.096,0.4098,-0.007407147398087899,Loss
26184.41719328,26312.18732502,0.0899,0.1544,0.0024306866413237914,Profitable
30964.40493625,31084.97164377,0.0591,0.1626,0.0016730104427541334,Neutral
46034.20656847,45854.67291748,0.061,0.0741,-0.0052439207932396745,Loss
47133.24349196,46990.29408499,0.0141,0.4996,-0.008128124455112117,Loss
18781.97775169,18762.57805609,0.0177,0.4727,-0.005907916438399069,Loss
15218.95490607,15166.67698485,0.0618,0.3549,-0.00757050699389711,Loss
44931.11570507,44786.98281797,0.0119,0.4011,-0.007307682792665973,Loss
45276.01688343,45145.62983068,0.0388,0.2733,-0.005982155739482372,Loss
24438.83488413,24317.59243712,0.0531,0.2434,-0.007902625475528993,Loss
39736.18575461,39793.65165343,0.0346,0.4901,-0.0037809756413762635,Loss
12873.79860003,12912.74490841,0.0802,0.0744,0.0014769549112940838,Neutral
14722.40758191,14683.32341614,0.0321,0.2326,-0.005287743442683441,Loss
29215.44705396,29097.72117014,0.0591,0.162,-0.0062268091937683675,Loss
7193.37122887,7166.00061589,0.0981,0.3248,-0.00800014451419914,Loss
14680.7738704,14654.16935689,0.0194,0.3647,-0.005631570167682544,Loss
18795.93892102,18707.01335589,0.0101,0.1293,-0.006116578729784779,Loss
6738.44921014,6768.85522084,0.0864,0.2523,0.001121517200700513,Neutral
46047.75412632,45894.63797817,0.0448,0.4576,-0.00830742346194783,Loss
26449.57556371,26388.42087355,0.0331,0.2344,-0.004973818721468358,Loss
30028.8423638,29927.63262652,0.055,0.2771,-0.006669268906989716,Loss
33962.97367664,33996.06720092,0.0403,0.3126,-0.0025456164392196356,Loss
33675.54615364,33598.25810254,0.0318,0.153,-0.004135437077805306,Loss
20040.61891374,20096.12692055,0.0127,0.0123,0.0025191452914289677,Profitable
14613.1930207,14606.33210254,0.096,0.1695,-0.0031162280593710536,Loss
4654.76357472,4647.62503896,0.0152,0.3333,-0.005001168851647288,Loss
10766.5293853,10714.80032291,0.0501,0.447,-0.009727263911148436,Loss
4984.74144435,4975.1461293,0.021,0.2149,-0.004273855338032085,Loss
3778.65824197,3772.49157752,0.0306,0.2095,-0.004023312028226376,Loss
10654.54621387,10658.55695545,0.0318,0.0315,-0.00025640293383887654,Neutral
23461.30592821,23474.55004764,0.0413,0.3376,-0.003212319475398879,Loss
44575.47025605,44450.30508202,0.011,0.2998,-0.005897608618951555,Loss
2971.77686406,2963.80390428,0.0679,0.4962,-0.00827720145259656,Loss
23096.67250688,22982.80272772,0.0119,0.151,-0.006548470384157582,Loss
36543.0733919,36485.06448898,0.0982,0.3315,-0.005859234587142131,Loss
29946.82945132,29804.97222437,0.0112,0.4976,-0.009775233420150256,Loss
21184.23512515,21116.2639908,0.0264,0.4309,-0.0077461484235936216,Loss
41273.18197299,41068.95396689,0.0914,0.2349,-0.008184495132620224,Loss
40609.67771234,40460.46190053,0.034,0.3894,-0.007875047495118566,Loss
47696.39953083,47876.86832652,0.072,0.2012,0.0010488330948992739,Neutral
49178.24261624,49370.13126083,0.0652,0.3442,-0.00019131553970657962,Neutral
10098.0769175,10113.7320197,0.0132,0.1185,0.0002329984445138695,Neutral
49440.60902145,49350.54830613,0.0716,0.4698,-0.0071966314086338535,Loss
17225.36679707,17142.23980039,0.0648,0.1703,-0.007160014502462151,Loss
10193.85585588,10218.35060549,0.0911,0.2269,-0.0007746431706245056,Neutral
47683.73301019,47560.03825701,0.0978,0.0666,-0.004231110110033252,Loss
6360.84864159,6378.11045666,0.0805,0.3679,-0.001762337918815408,Neutral
21263.93258032,21343.54045907,0.0318,0.1938,0.0014844495747849342,Neutral
18853.86194788,18947.98425766,0.0991,0.1811,0.0021840833894023323,Profitable
16480.26046153,16504.76765003,0.0198,0.4551,-0.003246519102550686,Loss
29163.73393729,29082.65906876,0.0913,0.3033,-0.006699552872467305,Loss
15679.52049207,15692.80458066,0.0493,0.3135,-0.002770722382886695,Loss
32617.48484225,32526.13096121,0.067,0.1216,-0.0046779415164498695,Loss
40926.10362091,40783.2692326,0.0514,0.029,-0.00429060622581007,Loss
41454.82830022,41416.78914895,0.0629,0.0128,-0.001673338127387843,Neutral
33588.07102203,33606.04688743,0.0281,0.2621,-0.0023599653798128417,Loss
3782.00502635,3772.1568771,0.0721,0.1422,-0.004736798317155426,Loss
45678.20870966,45727.67678198,0.0301,0.2382,-0.0015957498590074848,Neutral
42819.87788903,42993.35448656,0.0468,0.1223,0.002356325407947829,Profitable
41453.04460991,41396.54477708,0.0854,0.4406,-0.006588329298041114,Loss
26771.1788468,26681.33826728,0.0273,0.4259,-0.007852282840201615,Loss
4561.38029239,4576.42666097,0.0915,0.1308,0.001073257894879037,Neutral
49425.57496843,49647.28911327,0.0587,0.3616,0.0002816345124233391,Neutral
31998.38913321,31940.41632154,0.0145,0.1571,-0.0035216983326712735,Loss
29370.37814367,29448.57647775,0.0566,0.0294,0.001800941053693854,Neutral
10248.04758377,10270.27681098,0.021,0.2392,-0.0004317582983993572,Neutral
11580.28185521,11624.81210006,0.0253,0.0646,0.002943704302222038,Profitable
45015.66524963,44958.79289395,0.015,0.0497,-0.0019091550956593195,Neutral
34446.80769339,34511.8604064,0.0193,0.1649,4.64120901580244e-05,Neutral
8772.4588836,8779.57868967,0.0571,0.0587,-0.0003459904014864356,Neutral
7253.67568686,7272.47256333,0.0617,0.0435,0.0015377411165433486,Neutral
11963.15103397,12020.179744,0.0144,0.4051,0.0005696412041334965,Neutral
41080.78238776,40891.35923587,0.0763,0.2641,-0.007987801352493074,Loss
6331.94600974,6321.78708757,0.0711,0.2059,-0.004362308192713165,Loss
45556.20007491,45535.92135894,0.0707,0.252,-0.003660324381123644,Loss
10907.73550218,10953.7412568,0.0868,0.0968,0.002377353385754158,Profitable
38933.89112339,38895.48209757,0.0249,0.0173,-0.0014079249194546824,Neutral
44658.65939047,44599.12125839,0.0282,0.4879,-0.00646083786737494,Loss
29915.24901348,30022.59433216,0.0114,0.1617,0.0018541049398478945,Neutral
44168.53792336,44033.59151524,0.0693,0.0885,-0.00462596116029023,Loss
7448.34431796,7476.75252362,0.0559,0.1143,0.002108441028041566,Profitable
15973.37697801,15919.69019176,0.0642,0.2403,-0.006386569562596295,Loss
33654.86754609,33493.89971594,0.0257,0.103,-0.0060620970163254035,Loss
15412.66013339,15385.34727718,0.089,0.381,-0.006441828672830752,Loss
19378.94747858,19317.59829169,0.0228,0.0956,-0.004344620619604582,Loss
5381.60037757,5366.59372547,0.0958,0.4316,-0.008020212445929525,Loss
14047.44803723,14049.69510323,0.0817,0.1098,-0.0017516829493199038,Neutral
31344.74265485,31243.85983401,0.0713,0.1598,-0.005516743360041311,Loss
48592.10944015,48499.50556081,0.089,0.2835,-0.0056098423636940994,Loss
24134.78087796,24115.69644979,0.0591,0.0994,-0.0023719841978533025,Loss
40989.29871316,41075.43623986,0.0836,0.4302,-0.0030210142466856734,Loss
43035.86658575,43022.70815261,0.0492,0.2753,-0.0035392701092075442,Loss
11715.42294242,11748.38745708,0.0848,0.3563,-0.0015902147903038677,Neutral
10505.78569295,10501.05157867,0.0226,0.1434,-0.0021071219045549257,Loss
13514.48898316,13471.20902847,0.0238,0.1515,-0.004946813711996936,Loss
22597.16128863,22531.33281742,0.0268,0.455,-0.007694060139733357,Loss
18510.02945208,18492.42531761,0.0604,0.1776,-0.003323150138722287,Loss
14064.63713496,14055.08902784,0.0256,0.0658,-0.0015914187784231276,Neutral
38984.17165243,38929.32637902,0.0254,0.3498,-0.005139576352595362,Loss
22135.55334974,22145.94044956,0.0863,0.4685,-0.005050728943854427,Loss
26198.0793662,26167.11786783,0.0388,0.1355,-0.0029197341179215894,Loss
34519.14529222,34505.75585106,0.0966,0.0862,-0.0022118412468973996,Loss
36031.99831812,35939.58155287,0.0369,0.1758,-0.004681894229861309,Loss
4084.35670454,4095.33906629,0.0807,0.1259,0.0006215998620598874,Neutral
8900.57326646,8900.60898235,0.0667,0.4915,-0.005547023750546032,Loss
16503.30794355,16529.61754041,0.087,0.255,-0.0018195756372771043,Neutral
40539.0964657,40388.68052486,0.0274,0.1242,-0.005218480823192392,Loss
5804.95782051,5800.7882013,0.0107,0.1752,-0.0025725035912643477,Loss
2667.66900407,2658.23235356,0.0298,0.0481,-0.004313054440837676,Loss
21513.41125591,21434.69608619,0.0246,0.2469,-0.006356630094968877,Loss
35659.36979075,35511.02093541,0.037,0.2534,-0.007043709876231877,Loss
44600.91218338,44518.0434595,0.0742,0.092,-0.0035141645938396504,Loss
45921.4202728,45905.4811184,0.0101,0.2268,-0.0027096770605092705,Loss
25353.99132128,25433.44764401,0.015,0.1353,0.001628430749251777,Neutral
32793.14227822,32716.466902,0.0967,0.3588,-0.006861896822811168,Loss
12739.13036336,12785.63338088,0.0949,0.1137,0.001561150978160522,Neutral
5964.77923894,5941.88047531,0.022,0.1107,-0.00515914980666858,Loss
29077.40279617,29161.15651008,0.0636,0.2711,-0.00046507219219183436,Neutral
41320.2178597,41416.89236771,0.0858,0.3405,-0.0019151937503313183,Neutral
7392.82371941,7381.05082198,0.0748,0.2931,-0.00525215374362088,Loss
25127.60455602,25190.383385,0.0892,0.1283,0.00032269899555498996,Neutral
3075.93208671,3077.12717738,0.0973,0.2365,-0.0029396578200108197,Loss
30991.87856782,31133.06406572,0.0975,0.0753,0.002822686771681334,Profitable
6887.44233381,6869.24368684,0.0399,0.3801,-0.006813676474021065,Loss
6379.93634543,6396.24547886,0.0616,0.3787,-0.0018385886828700083,Neutral
42286.57625598,42159.95020035,0.0733,0.1421,-0.0051374080816973255,Loss
42497.86535527,42588.55872978,0.0852,0.4306,-0.0030084136614161815,Loss
21259.53841922,21285.50272488,0.0547,0.2194,-0.0015155444163068913,Neutral
2519.05077079,2512.17286877,0.0186,0.2891,-0.005789540248306857,Loss
16726.49016889,16783.93567138,0.0406,0.0691,0.0023348413486961248,Profitable
13602.57875695,13564.20469976,0.0191,0.3337,-0.006326766102460018,Loss
1279.93995022,1274.63971118,0.0844,0.1001,-0.005974982178584042,Loss
12126.24439987,12133.94919747,0.0575,0.0843,-0.0007815098041942383,Neutral
34284.056176,34216.40959271,0.0456,0.0244,-0.0026712508934786656,Loss
28682.22154692,28822.60848267,0.0102,0.2164,0.0026226199830416113,Profitable
38.07353424,38.04577855,0.0659,0.0152,-0.0015387542644412409,Neutral
44889.40696491,44901.85738323,0.0933,0.4256,-0.0048862874513232995,Loss
31830.81834328,31932.9745867,0.0504,0.0744,0.001958905492348878,Neutral
1366.36559182,1363.31361049,0.0486,0.2854,-0.005555095122952108,Loss
34359.19057833,34505.52908901,0.0262,0.3723,0.0002729912355990728,Neutral
11734.56617972,11734.37035667,0.0389,0.2892,-0.0032869033810816383,Loss
36206.36038429,36235.90538167,0.0135,0.4861,-0.004159203844121202,Loss
34419.70076248,34298.87905519,0.0538,0.3103,-0.007125305388533408,Loss
4860.16103757,4862.89558362,0.0928,0.3379,-0.003728297071633551,Loss
19563.03965481,19481.58937025,0.0651,0.2756,-0.007544772925115134,Loss
46685.60559718,46788.43816689,0.0566,0.0371,0.001264476335606574,Neutral
10891.83077537,10929.39458153,0.0878,0.1733,0.0008356237119050017,Neutral
32028.70057549,32140.80540577,0.0332,0.194,0.001225352696874788,Neutral
33127.85551759,33233.89497712,0.0292,0.4826,-0.0019073230223546145,Neutral
38089.03712465,38245.78760156,0.0421,0.3773,-7.830170247004126e-05,Neutral
14333.89122648,14353.73704657,0.0776,0.3859,-0.003235465408601866,Loss
39130.28322805,39283.00776483,0.0193,0.2548,0.0011587992321443366,Neutral
44688.42287056,44829.0763989,0.0759,0.2086,0.0003015685811114248,Neutral
21809.6781036,21903.60076217,0.0753,0.3266,0.00028631627363172644,Neutral
4242.59101852,4243.70916981,0.0744,0.3619,-0.004081637941717761,Loss
20648.02924673,20555.72147957,0.0234,0.18,-0.006491333068456908,Loss
10152.94188497,10140.46076597,0.0852,0.038,-0.0024582819886733425,Loss
3307.65634327,3320.07043614,0.0347,0.02,0.0032043858531015483,Profitable
39105.88603833,39015.72123193,0.0124,0.1893,-0.0043139569383058825,Loss
16418.03284398,16395.85466957,0.0715,0.1738,-0.003794534377920201,Loss
49674.90817895,49663.09138943,0.0449,0.3576,-0.0042457931458513174,Loss
22558.92968435,22511.75582993,0.0325,0.3793,-0.006183674484794465,Loss
20629.74999871,20547.31394971,0.0204,0.3961,-0.008127129564980322,Loss
42035.02505606,42106.97697969,0.042,0.2595,-0.0012993688133715465,Neutral
6828.38524743,6837.88390019,0.0614,0.3101,-0.00231534447360316,Loss
23539.61208012,23513.59203419,0.0688,0.2071,-0.0038537402886603352,Loss
4806.70328357,4826.01903224,0.0147,0.4601,-0.0007260503154145866,Neutral
32240.30113268,32326.99213996,0.0968,0.3998,-0.002265845899716158,Loss
34057.96223283,34105.96602544,0.03,0.4375,-0.00325033127823652,Loss
5984.52330451,6004.82736601,0.0373,0.4311,-0.001285218330704977,Neutral
35194.61738908,35050.91034685,0.0749,0.3994,-0.008784545711200482,Loss
17984.21614992,17986.07862247,0.0316,0.1771,-0.0019793076765833523,Neutral
14812.7602225,14820.90424101,0.0437,0.1646,-0.0015300154796751757,Neutral
8352.45363066,8348.19746915,0.0809,0.1933,-0.0032426787799257483,Loss
38713.76294225,38601.06830339,0.0929,0.2825,-0.006640044212915653,Loss
1219.43063982,1224.24272308,0.0651,0.1534,0.001757332403534198,Neutral
36979.0896644,36936.29178511,0.0647,0.1375,-0.003172937831605728,Loss
35087.33743915,34974.98830065,0.0731,0.4337,-0.00822828434932294,Loss
5073.47002497,5097.34387685,0.0397,0.2683,0.0016206343319925408,Neutral
19669.13725336,19589.21681614,0.0673,0.0553,-0.0052827639398074925,Loss
5079.52042036,5068.16280609,0.0392,0.2285,-0.004899845042344494,Loss
23691.92746225,23755.11402921,0.0946,0.4702,-0.0029642496275925326,Loss
11186.01754386,11166.37962798,0.0865,0.0766,-0.003381062554772272,Loss
9599.95783269,9586.32631797,0.0473,0.3447,-0.005319104796251676,Loss
20787.68026041,20882.28262238,0.0667,0.2696,0.0011839044763504792,Neutral
